Symbol,Series,Date,Prev Close,Close Price
WIPRO,EQ,23-Oct-2020,344.45,342.4
WIPRO,EQ,26-Oct-2020,342.4,339.8
WIPRO,EQ,27-Oct-2020,339.8,334.05
WIPRO,EQ,28-Oct-2020,334.05,335.65
WIPRO,EQ,29-Oct-2020,335.65,337.45
WIPRO,EQ,30-Oct-2020,337.45,340.7
WIPRO,EQ,02-Nov-2020,340.7,334.8
WIPRO,EQ,03-Nov-2020,334.8,335.65
WIPRO,EQ,04-Nov-2020,335.65,342.95
WIPRO,EQ,05-Nov-2020,342.95,345.4
WIPRO,EQ,06-Nov-2020,345.4,345.75
WIPRO,EQ,09-Nov-2020,345.75,351.95
WIPRO,EQ,10-Nov-2020,351.95,342.3
WIPRO,EQ,11-Nov-2020,342.3,346.75
WIPRO,EQ,12-Nov-2020,346.75,345.55
WIPRO,EQ,13-Nov-2020,345.55,344.15
WIPRO,EQ,14-Nov-2020,344.15,345.45
WIPRO,EQ,17-Nov-2020,345.45,348.7
WIPRO,EQ,18-Nov-2020,348.7,345.3
WIPRO,EQ,19-Nov-2020,345.3,342.6
WIPRO,EQ,20-Nov-2020,342.6,346.3
WIPRO,EQ,23-Nov-2020,346.3,355.85
WIPRO,EQ,24-Nov-2020,355.85,355.5
WIPRO,EQ,25-Nov-2020,355.5,350
WIPRO,EQ,26-Nov-2020,350,354.85
WIPRO,EQ,27-Nov-2020,354.85,350.5
WIPRO,EQ,01-Dec-2020,350.5,352.85
WIPRO,EQ,02-Dec-2020,352.85,358.9
WIPRO,EQ,03-Dec-2020,358.9,360.3
WIPRO,EQ,04-Dec-2020,360.3,360.8
WIPRO,EQ,07-Dec-2020,360.8,358.45
WIPRO,EQ,08-Dec-2020,358.45,363.7
WIPRO,EQ,09-Dec-2020,363.7,359.5
WIPRO,EQ,10-Dec-2020,359.5,355.9
WIPRO,EQ,11-Dec-2020,355.9,353.5
WIPRO,EQ,14-Dec-2020,353.5,349.35
WIPRO,EQ,15-Dec-2020,349.35,352.7
WIPRO,EQ,16-Dec-2020,352.7,358.4
WIPRO,EQ,17-Dec-2020,358.4,356.9
WIPRO,EQ,18-Dec-2020,356.9,363.55
WIPRO,EQ,21-Dec-2020,363.55,353.95
WIPRO,EQ,22-Dec-2020,353.95,364.2
WIPRO,EQ,23-Dec-2020,364.2,385.55
WIPRO,EQ,24-Dec-2020,385.55,382.2
WIPRO,EQ,28-Dec-2020,382.2,382.9
WIPRO,EQ,29-Dec-2020,382.9,385
WIPRO,EQ,30-Dec-2020,385,384.4
WIPRO,EQ,31-Dec-2020,384.4,386.25
WIPRO,EQ,01-Jan-2021,386.25,388.1
WIPRO,EQ,04-Jan-2021,388.1,396.4
WIPRO,EQ,05-Jan-2021,396.4,406.3
WIPRO,EQ,06-Jan-2021,406.3,406.4
WIPRO,EQ,07-Jan-2021,406.4,406.75
WIPRO,EQ,08-Jan-2021,406.75,430.2
WIPRO,EQ,11-Jan-2021,430.2,446.8
WIPRO,EQ,12-Jan-2021,446.8,457.7
WIPRO,EQ,13-Jan-2021,457.7,459
WIPRO,EQ,14-Jan-2021,459,454.35
WIPRO,EQ,15-Jan-2021,454.35,438.55
WIPRO,EQ,18-Jan-2021,438.55,431.55
WIPRO,EQ,19-Jan-2021,431.55,430.25
WIPRO,EQ,20-Jan-2021,430.25,444.95
WIPRO,EQ,21-Jan-2021,444.95,445.8
WIPRO,EQ,22-Jan-2021,445.8,444.75
WIPRO,EQ,25-Jan-2021,444.75,437.25
WIPRO,EQ,27-Jan-2021,437.25,446.45
WIPRO,EQ,28-Jan-2021,446.45,431.9
WIPRO,EQ,29-Jan-2021,431.9,417.9
WIPRO,EQ,01-Feb-2021,417.9,421.5
WIPRO,EQ,02-Feb-2021,421.5,428.35
WIPRO,EQ,03-Feb-2021,428.35,433.5
WIPRO,EQ,04-Feb-2021,433.5,429.9
WIPRO,EQ,05-Feb-2021,429.9,425.55
WIPRO,EQ,08-Feb-2021,425.55,435.3
WIPRO,EQ,09-Feb-2021,435.3,439.35
WIPRO,EQ,10-Feb-2021,439.35,439
WIPRO,EQ,11-Feb-2021,439,437
WIPRO,EQ,12-Feb-2021,437,442
WIPRO,EQ,15-Feb-2021,442,439.7
WIPRO,EQ,16-Feb-2021,439.7,437.55
WIPRO,EQ,17-Feb-2021,437.55,430.2
WIPRO,EQ,18-Feb-2021,430.2,432.95
WIPRO,EQ,19-Feb-2021,432.95,429.95
WIPRO,EQ,22-Feb-2021,429.95,418.7
WIPRO,EQ,23-Feb-2021,418.7,415.5
WIPRO,EQ,24-Feb-2021,415.5,423.1
WIPRO,EQ,25-Feb-2021,423.1,421.3
WIPRO,EQ,26-Feb-2021,421.3,410.3
WIPRO,EQ,01-Mar-2021,410.3,414.4
WIPRO,EQ,02-Mar-2021,414.4,430.4
WIPRO,EQ,03-Mar-2021,430.4,435.5
WIPRO,EQ,04-Mar-2021,435.5,438.8
WIPRO,EQ,05-Mar-2021,438.8,420.85
WIPRO,EQ,08-Mar-2021,420.85,416.9
WIPRO,EQ,09-Mar-2021,416.9,419.2
WIPRO,EQ,10-Mar-2021,419.2,426.7
WIPRO,EQ,12-Mar-2021,426.7,425.2
WIPRO,EQ,15-Mar-2021,425.2,426.35
WIPRO,EQ,16-Mar-2021,426.35,429.3
WIPRO,EQ,17-Mar-2021,429.3,419.65
WIPRO,EQ,18-Mar-2021,419.65,410.15
WIPRO,EQ,19-Mar-2021,410.15,410.5
WIPRO,EQ,22-Mar-2021,410.5,414.45
WIPRO,EQ,23-Mar-2021,414.45,415.5
WIPRO,EQ,24-Mar-2021,415.5,411
WIPRO,EQ,25-Mar-2021,411,399.65
WIPRO,EQ,26-Mar-2021,399.65,403.9
WIPRO,EQ,30-Mar-2021,403.9,418.1
WIPRO,EQ,31-Mar-2021,418.1,414.15
WIPRO,EQ,01-Apr-2021,414.15,416.4
WIPRO,EQ,05-Apr-2021,416.4,425.45
WIPRO,EQ,06-Apr-2021,425.45,427.15
